loan,months,income,expenses,necessary_expenses,unnecessary_expenses,loan_payment
9240.0,60,6566.42,3517.9,2871.79,646.12,184.8
9240.0,60,6566.42,3931.73,3112.77,818.95,167.18
9240.0,60,6566.42,3906.82,3100.98,805.84,34.66
2835.0,48,7214.8,4009.19,3190.91,818.28,69.09
2835.0,48,7214.8,4349.35,3504.06,845.29,63.68
2835.0,48,7214.8,4274.71,3469.59,805.12,64.8
2835.0,48,7214.8,3912.53,3396.56,515.96,70.79
2835.0,48,7214.8,3976.29,3184.05,792.24,69.66
2835.0,48,7214.8,3886.14,3301.67,584.48,70.88
2835.0,48,7214.8,4049.99,3409.93,640.05,68.39
2835.0,48,7214.8,4047.69,3281.35,766.34,68.43
2835.0,48,7214.8,4209.06,3248.74,960.32,65.81
2835.0,48,7214.8,4074.55,3363.88,710.67,67.98
2835.0,48,7214.8,4173.57,3490.96,682.61,66.37
2835.0,48,7214.8,4079.22,3413.54,665.68,67.9
2835.0,48,7214.8,3978.23,3419.78,558.45,69.62
2835.0,48,7214.8,4168.17,3299.85,868.32,66.45
2835.0,48,7214.8,4127.87,3361.1,766.77,67.1
2835.0,48,7214.8,4070.01,3424.47,645.54,68.05
2835.0,48,7214.8,4246.05,3466.56,779.49,65.23
2835.0,48,7214.8,4293.51,3347.8,945.71,64.51
2835.0,48,7214.8,4194.28,3413.74,780.54,66.04
2835.0,48,7214.8,3811.78,3290.72,521.06,70.88
2835.0,48,7214.8,4374.85,3214.23,1160.62,63.31
2835.0,48,7214.8,4109.2,3447.5,661.7,67.41
2835.0,48,7214.8,4145.93,3333.57,812.35,66.81
2835.0,48,7214.8,4193.09,3372.44,820.65,66.06
2835.0,48,7214.8,4272.92,3478.69,794.22,64.82
2835.0,48,7214.8,4010.74,3456.44,554.3,69.06
2835.0,48,7214.8,4014.46,3147.16,867.3,69.0
2835.0,48,7214.8,4156.92,3421.0,735.92,66.63
2835.0,48,7214.8,4387.62,3428.47,959.15,63.13
2835.0,48,7214.8,3931.26,3293.3,637.96,70.46
2835.0,48,7214.8,3978.85,3255.2,723.65,69.61
2835.0,48,7214.8,4261.73,3374.76,886.97,64.99
2835.0,48,7214.8,3950.1,3253.25,696.85,70.12
2835.0,48,7214.8,4234.29,3507.0,727.29,65.41
2835.0,48,7214.8,4268.78,3355.74,913.04,64.89
2835.0,48,7214.8,4245.82,3380.01,865.81,65.24
2835.0,48,7214.8,4092.13,3342.79,749.34,67.69
2835.0,48,7214.8,4006.39,3225.87,780.52,69.13
2835.0,48,7214.8,3875.76,3152.55,723.21,70.88
2835.0,48,7214.8,3889.82,3163.29,726.53,70.88
2835.0,48,7214.8,4166.0,3385.17,780.83,66.49
2835.0,48,7214.8,4394.28,3466.44,927.85,63.03
2835.0,48,7214.8,3702.81,3157.11,545.7,8.33
28665.0,12,7409.75,4233.72,3421.28,812.44,2717.48
28665.0,12,7409.75,4131.92,3386.38,745.54,2784.43
28665.0,12,7409.75,4435.88,3609.06,826.82,2593.63
28665.0,12,7409.75,4016.88,3291.67,725.21,2864.17
28665.0,12,7409.75,4103.62,3386.46,717.16,2803.63
28665.0,12,7409.75,4277.83,3506.55,771.28,2689.46
28665.0,12,7409.75,4184.69,3520.55,664.15,2749.31
28665.0,12,7409.75,4262.79,3543.46,719.33,2698.94
28665.0,12,7409.75,4344.27,3489.12,855.15,2648.32
28665.0,12,7409.75,4216.38,3281.66,934.73,2728.65
28665.0,12,7409.75,4361.37,3477.51,883.86,1386.98
41790.0,36,5863.17,3265.57,2666.02,599.55,1354.74
41790.0,36,5863.17,3465.8,2810.89,654.91,1276.48
41790.0,36,5863.17,3099.87,2567.0,532.87,1393.0
41790.0,36,5863.17,3452.03,2740.59,711.44,1281.57
41790.0,36,5863.17,3247.56,2697.8,549.76,1362.26
41790.0,36,5863.17,3491.46,2837.77,653.69,1267.09
41790.0,36,5863.17,3074.88,2563.77,511.11,1393.0
41790.0,36,5863.17,3499.53,2817.95,681.57,1264.17
41790.0,36,5863.17,3241.25,2679.2,562.05,1364.91
41790.0,36,5863.17,3594.58,2852.1,742.48,1230.74
41790.0,36,5863.17,3119.3,2617.33,501.97,1393.0
41790.0,36,5863.17,3484.42,2749.38,735.04,1269.65
41790.0,36,5863.17,3408.34,2576.3,832.05,1297.99
41790.0,36,5863.17,3083.71,2580.53,503.18,1393.0
41790.0,36,5863.17,3348.93,2815.01,533.92,1321.02
41790.0,36,5863.17,3301.93,2793.99,507.94,1339.83
41790.0,36,5863.17,3450.38,2845.3,605.08,1282.18
41790.0,36,5863.17,3257.75,2619.15,638.6,1357.99
41790.0,36,5863.17,3701.34,2794.76,906.58,1195.24
41790.0,36,5863.17,3459.97,2667.21,792.77,1278.62
41790.0,36,5863.17,3270.83,2617.68,653.15,1352.57
41790.0,36,5863.17,3369.46,2754.75,614.71,1312.97
41790.0,36,5863.17,3477.14,2824.19,652.95,1272.31
41790.0,36,5863.17,3208.37,2637.54,570.84,1378.9
41790.0,36,5863.17,3536.38,2851.4,684.98,1251.0
41790.0,36,5863.17,3282.68,2755.33,527.35,1347.68
41790.0,36,5863.17,3360.64,2677.65,682.99,1316.42
41790.0,36,5863.17,3507.49,2582.85,924.64,1261.3
41790.0,36,5863.17,3300.81,2639.17,661.64,1340.28
41790.0,36,5863.17,3417.3,2740.91,676.39,1294.59
41790.0,36,5863.17,3283.98,2598.45,685.54,1347.15
41790.0,36,5863.17,3356.31,2767.26,589.05,998.32
9660.0,12,9123.18,5077.34,4005.91,1071.43,940.2
9660.0,12,9123.18,5121.52,4432.92,688.6,932.09
9660.0,12,9123.18,5432.59,4297.42,1135.17,878.72
9660.0,12,9123.18,5079.79,4254.05,825.74,939.74
9660.0,12,9123.18,5109.35,4194.38,914.97,934.31
9660.0,12,9123.18,5222.12,4422.85,799.27,914.13
9660.0,12,9123.18,5306.79,4331.44,975.35,899.55
9660.0,12,9123.18,4882.92,4098.24,784.68,966.0
9660.0,12,9123.18,5021.86,4131.64,890.22,950.58
9660.0,12,9123.18,5105.52,4263.15,842.37,935.01
9660.0,12,9123.18,5347.28,4102.61,1244.67,369.68
16800.0,60,7998.1,4725.69,3755.64,970.05,308.03
16800.0,60,7998.1,4440.33,3841.35,598.98,327.83
16800.0,60,7998.1,4540.13,3762.34,777.79,320.62
16800.0,60,7998.1,4686.77,3767.39,919.38,310.59
16800.0,60,7998.1,4511.57,3698.58,812.99,322.65
16800.0,60,7998.1,4440.68,3587.0,853.67,327.8
16800.0,60,7998.1,4788.49,3783.15,1005.34,303.99
16800.0,60,7998.1,4584.03,3661.91,922.12,317.55
16800.0,60,7998.1,4568.95,3678.85,890.11,318.6
16800.0,60,7998.1,4397.93,3523.0,874.93,330.99
16800.0,60,7998.1,4537.21,3570.86,966.34,320.83
16800.0,60,7998.1,4305.0,3526.06,778.94,336.0
16800.0,60,7998.1,4826.26,3833.97,992.29,301.61
16800.0,60,7998.1,4620.02,3736.07,883.94,315.08
16800.0,60,7998.1,4545.51,3557.22,988.28,320.24
16800.0,60,7998.1,4426.47,3676.42,750.05,328.85
16800.0,60,7998.1,4553.51,3535.83,1017.68,319.68
16800.0,60,7998.1,4619.73,3747.55,872.18,315.1
16800.0,60,7998.1,4795.07,3841.98,953.08,303.57
16800.0,60,7998.1,4510.7,3620.71,889.99,322.71
16800.0,60,7998.1,4510.0,3567.84,942.16,322.76
16800.0,60,7998.1,4501.28,3592.93,908.35,323.39
16800.0,60,7998.1,4427.69,3540.57,887.11,328.76
16800.0,60,7998.1,4872.94,3891.91,981.03,298.72
16800.0,60,7998.1,4532.63,3757.25,775.38,321.15
16800.0,60,7998.1,4742.99,3871.58,871.41,306.91
16800.0,60,7998.1,4815.75,3805.12,1010.63,302.27
16800.0,60,7998.1,4366.02,3746.03,619.99,333.41
16800.0,60,7998.1,4564.04,3640.81,923.24,318.94
16800.0,60,7998.1,4535.05,3799.24,735.8,320.98
16800.0,60,7998.1,4717.84,3693.63,1024.21,308.54
16800.0,60,7998.1,4468.11,3607.21,860.9,325.79
16800.0,60,7998.1,4592.51,3736.15,856.37,316.96
16800.0,60,7998.1,4643.3,3737.46,905.84,313.5
16800.0,60,7998.1,4623.64,3894.45,729.2,314.83
16800.0,60,7998.1,4726.96,3702.89,1024.07,307.95
16800.0,60,7998.1,4514.2,3863.63,650.57,322.46
16800.0,60,7998.1,4157.64,3565.18,592.46,336.0
16800.0,60,7998.1,4608.34,3771.67,836.67,315.87
16800.0,60,7998.1,4814.6,3793.56,1021.05,302.34
16800.0,60,7998.1,4414.15,3677.79,736.36,329.77
16800.0,60,7998.1,4404.02,3770.14,633.89,330.53
16800.0,60,7998.1,4344.94,3516.78,828.15,335.02
16800.0,60,7998.1,4531.08,3732.29,798.79,321.26
16800.0,60,7998.1,4744.33,3634.61,1109.72,306.82
16800.0,60,7998.1,4448.5,3684.18,764.33,327.22
16800.0,60,7998.1,4243.84,3559.1,684.74,336.0
16800.0,60,7998.1,4359.51,3640.74,718.77,333.9
16800.0,60,7998.1,4155.9,3505.92,649.99,336.0
16800.0,60,7998.1,4463.85,3576.75,887.1,326.1
16800.0,60,7998.1,4638.7,3863.98,774.72,313.81
16800.0,60,7998.1,4425.78,3704.96,720.82,328.9
16800.0,60,7998.1,4719.24,3850.19,869.06,160.85
4200.0,48,4067.15,2461.22,1932.38,528.83,93.99
4200.0,48,4067.15,2136.22,1846.03,290.19,105.0
4200.0,48,4067.15,2098.43,1786.94,311.48,105.0
4200.0,48,4067.15,2264.56,1893.75,370.81,102.15
4200.0,48,4067.15,2151.0,1835.34,315.65,105.0
4200.0,48,4067.15,2578.2,1777.17,801.03,89.72
4200.0,48,4067.15,2398.35,1950.97,447.38,96.45
4200.0,48,4067.15,2304.45,1912.15,392.29,100.38
4200.0,48,4067.15,2173.83,1862.72,311.11,105.0
4200.0,48,4067.15,2669.86,1848.61,821.25,86.64
4200.0,48,4067.15,2634.47,1925.8,708.67,87.8
4200.0,48,4067.15,2304.65,1839.52,465.13,100.37
4200.0,48,4067.15,2347.1,1878.68,468.42,98.56
4200.0,48,4067.15,2346.56,1909.05,437.51,98.58
4200.0,48,4067.15,2232.04,1796.33,435.71,103.64
4200.0,48,4067.15,2278.24,1850.55,427.69,101.53
4200.0,48,4067.15,2273.17,1775.65,497.52,101.76
4200.0,48,4067.15,2100.61,1779.01,321.6,105.0
4200.0,48,4067.15,2402.39,1960.85,441.54,96.29
4200.0,48,4067.15,2471.14,1804.0,667.14,93.61
4200.0,48,4067.15,2242.3,1820.27,422.03,103.16
4200.0,48,4067.15,2272.46,1882.98,389.48,101.79
4200.0,48,4067.15,2284.51,1899.7,384.8,101.26
4200.0,48,4067.15,2300.67,1824.21,476.46,100.54
4200.0,48,4067.15,2262.63,1913.87,348.76,102.23
4200.0,48,4067.15,2250.24,1792.45,457.79,102.8
4200.0,48,4067.15,2182.82,1812.79,370.03,105.0
4200.0,48,4067.15,2336.06,1865.62,470.44,99.02
4200.0,48,4067.15,2419.95,1928.79,491.16,95.59
4200.0,48,4067.15,2283.83,1885.47,398.37,101.29
4200.0,48,4067.15,2127.88,1828.65,299.23,105.0
4200.0,48,4067.15,2347.57,1965.31,382.26,98.54
4200.0,48,4067.15,2341.52,1892.28,449.23,98.79
4200.0,48,4067.15,2294.72,1904.61,390.11,100.8
4200.0,48,4067.15,2225.31,1885.27,340.03,103.95
4200.0,48,4067.15,2287.44,1894.3,393.15,101.13
4200.0,48,4067.15,2103.6,1818.49,285.12,105.0
4200.0,48,4067.15,2223.5,1825.56,397.94,104.03
4200.0,48,4067.15,2217.6,1776.0,441.6,104.31
4200.0,48,4067.15,2358.02,1957.02,401.0,98.1
4200.0,48,4067.15,2339.27,1960.83,378.43,98.89
4200.0,48,4067.15,2488.41,1962.34,526.07,92.32
36120.0,48,2859.29,1667.16,1326.07,341.1,838.88
36120.0,48,2859.29,1721.21,1380.63,340.57,812.54
36120.0,48,2859.29,1663.38,1354.6,308.78,840.79
36120.0,48,2859.29,1731.43,1308.74,422.68,807.74
36120.0,48,2859.29,1514.64,1249.88,264.76,903.0
36120.0,48,2859.29,2037.17,1372.8,664.37,742.26
36120.0,48,2859.29,1547.42,1277.89,269.53,903.0
36120.0,48,2859.29,1587.52,1297.59,289.93,880.97
36120.0,48,2859.29,1579.02,1340.87,238.15,885.71
36120.0,48,2859.29,1594.2,1315.45,278.75,877.27
36120.0,48,2859.29,1590.55,1273.16,317.4,879.29
36120.0,48,2859.29,1723.2,1363.61,359.59,811.6
36120.0,48,2859.29,1682.27,1351.08,331.19,831.35
36120.0,48,2859.29,1543.42,1257.15,286.28,903.0
36120.0,48,2859.29,1623.52,1254.16,369.36,861.43
36120.0,48,2859.29,1581.04,1313.4,267.63,884.58
36120.0,48,2859.29,1647.99,1277.72,370.26,848.64
36120.0,48,2859.29,1674.08,1295.11,378.98,835.41
36120.0,48,2859.29,1581.48,1305.69,275.78,884.33
36120.0,48,2859.29,1640.38,1304.25,336.12,852.58
36120.0,48,2859.29,1571.55,1321.72,249.83,889.92
36120.0,48,2859.29,1710.89,1376.03,334.87,817.44
36120.0,48,2859.29,1620.03,1271.49,348.54,863.29
36120.0,48,2859.29,1637.26,1279.76,357.5,854.2
36120.0,48,2859.29,1546.53,1256.15,290.38,903.0
36120.0,48,2859.29,1674.94,1360.6,314.34,834.99
36120.0,48,2859.29,1508.97,1285.58,223.39,903.0
36120.0,48,2859.29,1732.76,1373.59,359.17,807.12
36120.0,48,2859.29,1591.1,1278.84,312.26,878.98
36120.0,48,2859.29,1553.4,1283.88,269.51,900.32
36120.0,48,2859.29,1647.11,1363.57,283.54,849.09
36120.0,48,2859.29,1574.98,1267.4,307.58,887.98
36120.0,48,2859.29,1583.04,1309.16,273.88,883.46
36120.0,48,2859.29,1490.65,1285.4,205.25,903.0
36120.0,48,2859.29,1700.97,1359.76,341.21,822.21
36120.0,48,2859.29,1556.97,1313.7,243.27,898.25
36120.0,48,2859.29,1652.06,1382.86,269.19,846.55
36120.0,48,2859.29,1684.06,1369.55,314.52,830.46
36120.0,48,2859.29,1478.94,1263.61,215.33,903.0
36120.0,48,2859.29,1874.74,1355.12,519.62,746.0
36120.0,48,2859.29,1674.39,1373.65,300.74,835.26
36120.0,48,2859.29,1629.19,1367.25,261.95,858.43
36120.0,48,2859.29,1615.51,1314.66,300.85,119.71
9660.0,48,5170.43,3023.29,2492.8,530.49,223.72
9660.0,48,5170.43,2721.64,2260.21,461.44,241.5
9660.0,48,5170.43,2896.97,2440.29,456.68,233.47
9660.0,48,5170.43,3030.31,2442.43,587.88,223.2
9660.0,48,5170.43,3148.58,2498.58,650.0,214.81
9660.0,48,5170.43,2667.62,2272.08,395.54,241.5
9660.0,48,5170.43,2951.21,2359.34,591.87,229.18
9660.0,48,5170.43,2822.01,2291.2,530.81,239.67
9660.0,48,5170.43,2994.33,2408.44,585.89,225.88
9660.0,48,5170.43,2978.32,2457.14,521.18,227.09
9660.0,48,5170.43,3058.83,2447.08,611.75,221.12
9660.0,48,5170.43,2769.15,2316.59,452.55,241.5
9660.0,48,5170.43,2817.27,2253.45,563.82,240.08
9660.0,48,5170.43,2917.39,2339.6,577.79,231.84
9660.0,48,5170.43,2961.96,2431.32,530.64,228.35
9660.0,48,5170.43,2910.93,2333.15,577.78,232.35
9660.0,48,5170.43,2977.04,2471.1,505.93,227.19
9660.0,48,5170.43,2851.39,2297.7,553.7,237.2
9660.0,48,5170.43,2734.76,2291.86,442.9,241.5
9660.0,48,5170.43,2880.89,2432.79,448.1,234.77
9660.0,48,5170.43,2705.64,2253.53,452.12,241.5
9660.0,48,5170.43,3071.63,2511.68,559.95,220.19
9660.0,48,5170.43,2966.23,2377.46,588.77,228.02
9660.0,48,5170.43,3173.73,2415.95,757.78,213.11
9660.0,48,5170.43,3032.26,2498.56,533.7,223.05
9660.0,48,5170.43,2793.15,2337.93,455.22,241.5
9660.0,48,5170.43,2859.17,2435.03,424.14,236.56
9660.0,48,5170.43,2804.86,2253.1,551.77,241.14
9660.0,48,5170.43,2947.01,2340.24,606.77,229.51
9660.0,48,5170.43,3003.18,2473.6,529.58,225.21
9660.0,48,5170.43,3018.06,2476.62,541.44,224.1
9660.0,48,5170.43,3062.31,2503.01,559.29,220.87
9660.0,48,5170.43,2963.39,2367.05,596.35,228.24
9660.0,48,5170.43,2793.89,2258.65,535.24,241.5
9660.0,48,5170.43,2875.17,2504.63,370.54,235.24
9660.0,48,5170.43,2938.49,2337.64,600.85,230.17
9660.0,48,5170.43,3041.09,2483.44,557.65,222.41
9660.0,48,5170.43,3492.8,2484.22,1008.58,193.64
9660.0,48,5170.43,2786.18,2385.21,400.97,241.5
9660.0,48,5170.43,2737.3,2271.07,466.24,241.5
9660.0,48,5170.43,2978.73,2425.43,553.3,227.06
9660.0,48,5170.43,3079.85,2496.89,582.96,218.06
27510.0,60,6504.18,3765.38,3117.59,647.79,514.8
27510.0,60,6504.18,3572.06,2861.96,710.1,542.66
27510.0,60,6504.18,3598.99,3091.0,507.99,538.6
27510.0,60,6504.18,3701.84,2999.51,702.32,523.63
27510.0,60,6504.18,3672.4,2990.57,681.84,527.83
27510.0,60,6504.18,3723.75,3021.38,702.37,520.55
27510.0,60,6504.18,3639.05,2956.64,682.41,532.67
27510.0,60,6504.18,3549.37,3038.84,510.52,546.13
27510.0,60,6504.18,3768.8,3145.68,623.12,514.33
27510.0,60,6504.18,3712.66,3078.55,634.12,522.11
27510.0,60,6504.18,3457.2,2876.4,580.8,550.2
27510.0,60,6504.18,3541.11,2850.11,691.0,547.4
27510.0,60,6504.18,3681.69,3073.37,608.32,526.5
27510.0,60,6504.18,3630.62,3029.14,601.48,533.91
27510.0,60,6504.18,3836.85,3128.2,708.65,505.21
27510.0,60,6504.18,3512.93,2935.01,577.92,550.2
27510.0,60,6504.18,3714.45,3044.9,669.54,521.86
27510.0,60,6504.18,3682.19,2846.73,835.46,526.43
27510.0,60,6504.18,3696.34,3056.32,640.03,524.41
27510.0,60,6504.18,3513.65,3053.15,460.5,550.2
27510.0,60,6504.18,3754.94,2884.56,870.39,516.23
27510.0,60,6504.18,3669.66,2973.27,696.38,528.23
27510.0,60,6504.18,3926.86,3123.52,803.34,493.63
27510.0,60,6504.18,3441.55,2833.46,608.09,550.2
27510.0,60,6504.18,3831.78,2957.16,874.62,505.88
27510.0,60,6504.18,3797.15,3118.91,678.24,510.49
27510.0,60,6504.18,3554.47,3032.91,521.55,545.34
27510.0,60,6504.18,3790.71,3042.52,748.19,511.36
27510.0,60,6504.18,3455.88,2934.75,521.13,550.2
27510.0,60,6504.18,4159.81,3091.91,1067.89,465.98
27510.0,60,6504.18,3876.63,3162.14,714.48,500.02
27510.0,60,6504.18,3697.43,3108.61,588.83,524.26
27510.0,60,6504.18,3772.46,3086.89,685.57,513.83
27510.0,60,6504.18,3573.94,2832.65,741.29,542.37
27510.0,60,6504.18,3897.92,3106.49,791.43,497.29
27510.0,60,6504.18,3839.03,3100.76,738.27,504.92
27510.0,60,6504.18,3811.76,3127.33,684.42,508.53
27510.0,60,6504.18,3473.25,2844.17,629.08,550.2
27510.0,60,6504.18,3601.99,2877.18,724.8,538.15
27510.0,60,6504.18,3357.58,2839.68,517.89,550.2
27510.0,60,6504.18,3701.91,3149.96,551.95,523.62
27510.0,60,6504.18,3923.2,3146.45,776.74,494.09
27510.0,60,6504.18,3384.15,2921.12,463.03,550.2
27510.0,60,6504.18,3702.69,3029.8,672.89,523.51
27510.0,60,6504.18,3652.77,2896.25,756.51,530.67
27510.0,60,6504.18,3659.03,2904.9,754.14,529.76
27510.0,60,6504.18,3817.91,3033.45,784.45,507.71
27510.0,60,6504.18,3496.25,2942.63,553.62,550.2
27510.0,60,6504.18,3738.58,3062.02,676.55,518.49
27510.0,60,6504.18,3687.45,3062.37,625.07,525.68
27510.0,60,6504.18,3898.66,2959.08,939.58,497.2
27510.0,60,6504.18,3386.99,2882.11,504.88,550.2
27510.0,60,6504.18,3820.17,3136.55,683.62,181.74
35700.0,24,5000.39,2801.96,2256.67,545.29,1725.49
35700.0,24,5000.39,3162.67,2316.99,845.68,1528.69
35700.0,24,5000.39,2945.28,2279.78,665.5,1641.52
35700.0,24,5000.39,2875.56,2244.36,631.21,1681.32
35700.0,24,5000.39,2783.14,2322.01,461.13,1737.16
35700.0,24,5000.39,2748.57,2181.81,566.76,1759.0
35700.0,24,5000.39,2957.14,2416.64,540.5,1634.94
35700.0,24,5000.39,2821.69,2296.46,525.23,1713.42
35700.0,24,5000.39,2998.31,2428.44,569.87,1612.49
35700.0,24,5000.39,2690.23,2192.59,497.63,1785.0
35700.0,24,5000.39,2769.41,2295.87,473.54,1745.77
35700.0,24,5000.39,2866.85,2347.87,518.98,1686.43
35700.0,24,5000.39,2786.7,2259.8,526.9,1734.94
35700.0,24,5000.39,2750.07,2317.88,432.19,1758.04
35700.0,24,5000.39,2971.5,2368.54,602.96,1627.04
35700.0,24,5000.39,2854.88,2347.68,507.19,1693.51
35700.0,24,5000.39,2734.48,2266.44,468.04,1768.07
35700.0,24,5000.39,2783.87,2371.15,412.72,1736.7
35700.0,24,5000.39,2782.73,2391.64,391.09,1737.42
35700.0,24,5000.39,2850.96,2277.07,573.9,1695.83
35700.0,24,5000.39,2653.61,2222.4,431.2,1697.19
38010.0,48,6827.24,4126.46,3272.57,853.89,851.6
38010.0,48,6827.24,3875.7,3257.01,618.69,906.7
38010.0,48,6827.24,3777.26,3045.67,731.59,930.33
38010.0,48,6827.24,3861.23,3166.27,694.96,910.1
38010.0,48,6827.24,3983.84,3222.32,761.52,882.09
38010.0,48,6827.24,4011.2,2975.36,1035.84,876.08
38010.0,48,6827.24,3759.46,3233.67,525.78,934.74
38010.0,48,6827.24,3680.82,3211.69,469.14,950.25
38010.0,48,6827.24,3854.51,3214.25,640.26,911.69
38010.0,48,6827.24,3768.51,2985.82,782.69,932.49
38010.0,48,6827.24,3931.26,3296.82,634.44,893.89
38010.0,48,6827.24,3945.82,3250.15,695.67,890.59
38010.0,48,6827.24,3746.92,3103.22,643.7,937.87
38010.0,48,6827.24,3660.26,3030.12,630.15,950.25
38010.0,48,6827.24,4020.35,3234.49,785.86,874.08
38010.0,48,6827.24,3659.28,3159.24,500.04,950.25
38010.0,48,6827.24,3781.17,3229.72,551.46,929.37
38010.0,48,6827.24,3924.6,3172.59,752.0,895.41
38010.0,48,6827.24,3920.04,3273.87,646.17,896.45
38010.0,48,6827.24,3965.57,3159.13,806.43,886.16
38010.0,48,6827.24,3873.47,3040.31,833.16,907.22
38010.0,48,6827.24,4149.09,3286.19,862.9,846.96
38010.0,48,6827.24,3989.51,3259.2,730.32,880.84
38010.0,48,6827.24,4277.02,3276.5,1000.52,821.63
38010.0,48,6827.24,4036.64,3186.15,850.48,870.55
38010.0,48,6827.24,3933.57,3201.29,732.27,893.36
38010.0,48,6827.24,3714.44,3024.65,689.79,946.07
38010.0,48,6827.24,3923.45,3244.01,679.44,895.67
38010.0,48,6827.24,4010.04,3227.03,783.01,876.33
38010.0,48,6827.24,3789.2,3070.88,718.32,927.4
38010.0,48,6827.24,3863.66,3320.77,542.89,909.53
38010.0,48,6827.24,4072.27,3322.96,749.31,862.94
38010.0,48,6827.24,3952.36,3273.38,678.98,889.12
38010.0,48,6827.24,4086.82,3205.71,881.11,859.86
38010.0,48,6827.24,3663.68,3158.09,505.59,950.25
38010.0,48,6827.24,4308.12,3192.67,1115.45,815.69
38010.0,48,6827.24,4280.04,3317.19,962.85,821.05
38010.0,48,6827.24,3701.06,2997.72,703.34,949.49
38010.0,48,6827.24,4075.17,3116.34,958.83,862.32
38010.0,48,6827.24,3663.93,3020.87,643.06,950.25
38010.0,48,6827.24,3733.56,3124.94,608.62,941.22
38010.0,48,6827.24,3902.07,3220.93,681.14,900.58
38010.0,48,6827.24,3878.33,3168.62,709.71,241.29
16695.0,36,5381.99,3049.05,2552.65,496.39,532.08
16695.0,36,5381.99,2897.07,2464.49,432.58,556.5
16695.0,36,5381.99,2821.77,2395.54,426.23,556.5
16695.0,36,5381.99,3208.26,2615.93,592.33,505.67
16695.0,36,5381.99,3055.81,2498.38,557.42,530.9
16695.0,36,5381.99,3025.92,2417.98,607.94,536.15
16695.0,36,5381.99,3402.0,2546.06,855.93,476.88
16695.0,36,5381.99,3083.19,2563.0,520.19,526.19
16695.0,36,5381.99,3196.57,2620.33,576.24,507.52
16695.0,36,5381.99,3584.45,2585.76,998.69,452.6
16695.0,36,5381.99,3260.71,2554.94,705.77,497.54
16695.0,36,5381.99,3054.71,2556.14,498.57,531.09
16695.0,36,5381.99,2906.54,2385.99,520.55,556.5
16695.0,36,5381.99,3115.99,2488.79,627.19,520.65
16695.0,36,5381.99,3101.9,2550.72,551.18,523.01
16695.0,36,5381.99,2887.42,2433.75,453.67,556.5
16695.0,36,5381.99,2995.99,2533.83,462.16,541.5
16695.0,36,5381.99,3464.99,2608.92,856.07,468.21
16695.0,36,5381.99,3145.92,2484.11,661.81,515.7
16695.0,36,5381.99,2952.41,2365.72,586.69,549.49
16695.0,36,5381.99,3177.56,2606.91,570.65,510.56
16695.0,36,5381.99,3233.6,2619.32,614.28,501.71
16695.0,36,5381.99,2805.84,2374.13,431.71,556.5
16695.0,36,5381.99,3017.16,2593.79,423.36,537.7
16695.0,36,5381.99,3081.4,2512.07,569.33,526.49
16695.0,36,5381.99,3083.02,2605.71,477.31,526.22
16695.0,36,5381.99,2833.05,2357.43,475.62,556.5
16695.0,36,5381.99,3222.32,2546.72,675.6,503.47
16695.0,36,5381.99,3144.51,2565.83,578.68,515.93
16695.0,36,5381.99,2816.58,2372.29,444.29,556.5
16695.0,36,5381.99,2993.49,2389.66,603.83,541.95
16695.0,36,5381.99,3040.41,2479.72,560.69,420.29
11340.0,24,1400.58,768.66,637.87,130.8,559.61
11340.0,24,1400.58,824.29,654.42,169.86,521.85
11340.0,24,1400.58,820.44,647.71,172.73,524.29
11340.0,24,1400.58,751.15,618.26,132.89,567.0
11340.0,24,1400.58,807.35,627.31,180.05,532.79
11340.0,24,1400.58,922.99,645.83,277.16,466.04
11340.0,24,1400.58,801.28,619.07,182.21,536.83
11340.0,24,1400.58,830.51,652.42,178.09,517.94
11340.0,24,1400.58,782.28,674.01,108.27,549.87
11340.0,24,1400.58,1169.57,664.41,505.16,437.58
11340.0,24,1400.58,956.49,643.72,312.77,449.72
11340.0,24,1400.58,807.45,674.22,133.23,532.73
11340.0,24,1400.58,821.69,658.09,163.61,523.49
11340.0,24,1400.58,762.49,619.24,143.25,564.14
11340.0,24,1400.58,849.21,682.06,167.15,506.53
11340.0,24,1400.58,798.46,645.0,153.47,538.73
11340.0,24,1400.58,1076.96,617.32,459.64,399.41
11340.0,24,1400.58,735.52,622.88,112.64,567.0
11340.0,24,1400.58,752.71,614.4,138.31,567.0
11340.0,24,1400.58,828.63,660.26,168.36,519.11
11340.0,24,1400.58,789.15,632.26,156.89,545.09
11340.0,24,1400.58,814.67,632.76,181.91,413.23
38325.0,24,9289.01,4892.19,4146.55,745.64,1916.25
38325.0,24,9289.01,5282.94,4393.34,889.59,1825.07
38325.0,24,9289.01,5463.25,4410.47,1052.78,1764.83
38325.0,24,9289.01,5087.16,4317.31,769.85,1895.3
38325.0,24,9289.01,5205.46,4446.52,758.93,1852.23
38325.0,24,9289.01,4723.19,4065.51,657.68,1916.25
38325.0,24,9289.01,5373.9,4431.87,942.03,1794.17
38325.0,24,9289.01,5535.27,4462.86,1072.41,1741.87
38325.0,24,9289.01,5082.11,4270.3,811.81,1897.19
38325.0,24,9289.01,5365.79,4198.23,1167.56,1796.89
38325.0,24,9289.01,5165.69,4139.0,1026.68,1866.49
38325.0,24,9289.01,5011.01,4139.63,871.39,1916.25
